Make,Model,Year,Engine,Seating,Price
Honda,Civic  1.5 RS Turbo,2022,1500,5,82.5
Suzuki,Alto  VXL AGS,2019,660,4,20.5
Suzuki,Alto  S Package,2015,660,4,18
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,46.9
Honda,BR-V  i-VTEC S,2018,1500,7,35.35
Suzuki,Cultus  Auto Gear Shift,2018,1000,5,22.5
Toyota,Yaris  GLI MT 1.3,2021,1300,5,32
Nissan,Dayz Highway Star  ,2019,660,5,33.5
MG,HS  1.5 Turbo,2021,1500,5,71
Toyota,Corolla Axio  X 1.5,2018,1500,5,52.9
Honda,City 5th Generation 1.3 i-VTEC,2017,1300,5,26.5
Daihatsu,Move  X,2018,660,4,29.5
Suzuki,Alto  VXR,2022,660,4,23
Mercedes,Benz E Class 3rd (W211) Generation E200 Avantgarde,2004,1800,5,31
Suzuki,Jimny  JLSX,2013,660,5,24
Suzuki,Mehran  VXR,2005,800,4,5.9
KIA,Sportage  AWD,2022,2000,5,71.5
Toyota,Passo  X,2014,1000,5,24
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,1800,5,20
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,48.5
Toyota,Vitz  F 1.3,2014,1300,5,22.5
Toyota,Corolla  GLi Automatic 1.3 VVTi,2017,1300,5,32.5
Honda,Civic Rebirth Oriel Prosmatec UG,2014,1800,5,27.9
Mercedes,Benz E Class 3rd (W211) Generation E200,2003,1800,5,30.5
Toyota,Corolla  GLi 1.3 VVTi,2017,1300,5,27.75
Suzuki,Cultus  EURO II,2015,1000,5,10.95
Suzuki,Cultus  EURO II,2012,1000,5,12.7
Honda,BR-V  i-VTEC S,2017,1500,7,38.5
Honda,City  EXi S Automatic,2000,1500,5,10.5
Honda,Civic  1.5 RS Turbo,2019,1500,5,53.5
Honda,Civic  VTi Oriel Automatic 1.6,2000,1600,6,11.75
Suzuki,Cultus  Limited Edition,2016,1000,5,14.5
Suzuki,Alto  VXR,2022,660,4,21
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,23.5
Honda,City 5th Generation Aspire 1.5 i-VTEC,2014,1500,5,26.95
Honda,Civic  EXi Prosmatec,2004,1700,5,11.9
Honda,City 5th Generation Aspire 1.5 i-VTEC,2017,1500,5,27.75
Toyota,Corolla 9th Generation XLi,2007,1300,5,18.75
Suzuki,Alto  GII,2008,660,4,13.8
Honda,City  EXi,2002,1300,5,8
Mitsubishi,Pajero  GR 3.2D,2008,3200,7,77
Honda,City  1.5L CVT,2022,1500,5,41.5
Honda,City 5th Generation 1.3 i-VTEC,2011,1300,5,19.85
Nissan,Wingroad  Rider 1.5,2007,1500,5,21
Toyota,Corolla Axio  X 1.5,2019,1500,5,56
Suzuki,Cultus  VXR,2018,1000,5,20.95
Hyundai,Elantra  GL,2022,1600,5,54.5
Hyundai,Sonata  2.5,2021,2500,5,84.5
Honda,BR-V  i-VTEC S,2020,1500,7,43
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,55.9
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,60.5
Suzuki,Bolan  VX Euro II,2019,800,5,13.3
Toyota,Corolla  ,2010,1300,5,17
Suzuki,Mehran  VX Euro II,2014,796,4,8.7
Toyota,Premio  X 1.8,2010,1800,5,46.5
Suzuki,Mehran  VX,2007,800,4,6.5
KIA,Picanto  1.0 MT,2022,1000,5,26.25
Suzuki,Cultus  VXR,2007,1000,5,8.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.25
Honda,BR-V  i-VTEC S,2022,1500,7,49
Toyota,Vitz  iLL 1.0,2009,1000,5,17.9
Suzuki,Alto  VXR,2021,660,4,20.85
Proton,Saga  1.3L Standard A/T,2022,1300,5,29.99
Toyota,Corolla  GLi 1.3 VVTi,2018,1300,5,35.5
KIA,Picanto  1.0 AT,2022,1000,5,26.9
Honda,Civic  VTi 1.8 i-VTEC,2016,1800,5,33.95
Chery,Tiggo 8 Pro  ,2022,1600,7,85.5
Suzuki,FX  GA,1988,800,5,3.3
Honda,Civic Eagle Eye EXi Prosmatec,2005,1500,5,15.5
Toyota,Corolla Fielder  X Special Edition,2006,1500,5,26
Honda,Civic  RS,2022,1500,5,78.5
Toyota,Allion  A15,2007,1500,5,27.5
Honda,City 5th Generation 1.3 i-VTEC,2013,1300,5,21
Suzuki,Swift  GLX CVT,2022,1200,5,40
Toyota,Prius  S LED Edition 1.8,2009,1800,5,31.2
Toyota,Prius Alpha  G Touring,2015,1800,5,49.9
Honda,Vezel  Hybrid Z,2016,1500,5,52.5
Haval,Jolion  Top,2022,1500,5,77.7
Suzuki,Cultus  EURO II,2012,1000,5,13.25
Hyundai,Santro  Exec,2005,1000,5,8.9
Toyota,Passo  Moda G,2019,1000,5,32.9
Honda,Vezel  Hybrid RS Sensing ,2017,1500,5,53
Toyota,Roomy  XS,2018,1000,5,31.5
KIA,Picanto  1.0 AT,2022,1000,5,29
Toyota,Corolla  XLi VVTi,2014,1300,5,22.5
Honda,Civic  VTi Oriel Prosmatec 1.6,2003,1600,6,13.4
Suzuki,Wagon R  VXL,2019,1000,5,19
Toyota,Crown  Super Select,1985,2800,5,12
Suzuki,Mehran  VXR Euro II (CNG),2015,796,4,8.5
Suzuki,Alto  VXR,2022,660,4,22
Suzuki,Alto  VXR AGS,2022,660,4,
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,41
Daewoo,Cielo  GLE,1993,1300,5,5.5
Toyota,Passo  + Hana 1.0,2005,1000,5,15.7
Honda,City  i-DSI,2007,1300,7,13.35
Suzuki,Wagon R  VXR,2021,1000,5,22.2
Honda,Accord  CL9,2003,2400,5,18.5
Honda,City  1.3 i-VTEC,2020,1300,5,32.4
Toyota,Prado 90 Series TX Limited 2.7,1998,2700,7,46
Suzuki,Bolan  VX Euro II,2015,800,5,10
Suzuki,Cultus  EURO II,2015,1000,5,15.75
Toyota,Fortuner  TRD Sportivo,2016,2700,7,78
Honda,BR-V  i-VTEC S,2019,1500,7,43
Honda,Accord  2.4E,2008,2400,5,35
Honda,Grace Hybrid 6th Generation EX,2016,1500,6,47
Suzuki,Liana  RXi (CNG),2007,1300,4,10.3
Toyota,Corolla  GLi 1.3 VVTi,2016,1300,5,32.75
KIA,Picanto  1.0 MT,2021,1000,5,25.8
Toyota,Yaris  ATIV CVT 1.3,2022,1300,5,41
Honda,Civic  EXi Prosmatec,2004,1500,5,16.5
Toyota,Land Cruiser 100 Series VX 4.2D,2002,4200,7,80
Toyota,Corolla  XE,2001,1300,5,11
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,43
Honda,Civic  EXi,2004,1500,5,12.5
Suzuki,Cultus  VXR (CNG),2007,1000,5,8.3
Suzuki,Cultus  Auto Gear Shift,2021,1000,5,26.5
Honda,Civic  1.8 i-VTEC CVT,2020,1800,5,49.5
Suzuki,Mehran  VXR Euro II,2015,796,4,10.5
MG,ZS  1.5L,2022,1500,5,53
Honda,City  1.5L ASPIRE CVT,2021,1500,7,43.5
Toyota,Vitz  F 1.3,2004,1300,5,16
Honda,Vezel  Hybrid Z Sensing ,2016,1500,5,48
Honda,City  1.3 i-VTEC,2020,1300,5,31.45
Suzuki,Alto  VXR,2021,660,4,21
Toyota,Vitz  F 1.0,2012,1000,5,
Suzuki,Cultus  VXRi (CNG),2008,1000,5,7.46
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,
Suzuki,Mehran  VXR Euro II,2013,796,4,8
Hyundai,Elantra  GLS,2021,2000,5,57
Suzuki,Alto  VXL AGS,2022,660,4,24.65
Honda,Civic  EXi Prosmatec,2001,1500,5,13.2
Suzuki,Cultus  EURO II,2015,1000,5,15
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,29.9
MG,HS  1.5 Turbo,2021,1500,5,66.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,54
Honda,BR-V  i-VTEC S,2017,1500,7,31.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2021,1600,5,43.25
Honda,Civic Eagle Eye VTi Oriel Prosmatec 1.6,2005,1600,6,14.3
Toyota,Corolla  XLi VVTi,2011,1300,5,18.3
Toyota,Corolla  XLi VVTi,2011,1300,5,19
Suzuki,Alto  VXR,2022,660,4,21.2
FAW,V2  VCT-i,2018,1300,5,12.9
Honda,Vezel  Hybrid Z,2019,1500,5,67
Changan,Alsvin  1.5L DCT Comfort,2022,1500,5,33.9
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,51
Suzuki,Cultus  VXR,2020,1000,5,24.4
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2009,1800,5,15.75
Toyota,C-HR  ,2019,1800,5,72
Suzuki,Xbee  MZ,2019,1000,4,40
Toyota,Raize  ,2021,1000,5,52
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2011,1800,5,22
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,44.5
Toyota,Prius Alpha  S L Selection,2017,1800,5,59
Toyota,Aqua  S,2018,1500,5,50
Toyota,Crown  Athlete Premium,2005,3000,5,60
Toyota,Prius  S 1.8,2013,1800,5,36.5
Suzuki,Cultus  VXR,2020,1000,5,26
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,45
BMW,5 Series 5th (E60) Generation 520i,2007,2200,6,65
Suzuki,Cultus  VXR,2020,1000,5,26
Honda,Civic Eagle Eye VTi Oriel 1.6,2005,1600,6,13.7
Toyota,Aqua  S,2016,1500,5,36.85
Honda,City  VTEC Steermatic,2007,1500,5,15
Suzuki,Wagon R  AGS,2021,1000,5,25.75
Honda,City  i-DSI,2004,1300,7,13.9
Honda,Vezel  Hybrid Z,2017,1500,5,60
Suzuki,Mehran  VXR Euro II,2018,796,4,11.8
Honda,Vezel  Hybrid Z Sensing ,2020,1500,5,75
Toyota,Prius  S Touring Selection 1.8,2014,1800,5,34.85
Suzuki,Alto  VXL AGS,2022,660,4,25
Honda,Vezel  Hybrid Z Sensing ,2015,1500,5,43.5
Toyota,Aqua  G LED Soft Leather Selection ,2022,1500,5,75
Suzuki,Mehran  VX,2001,800,4,4.7
Suzuki,Alto  VXL AGS,2022,660,4,25.5
KIA,Sportage  AWD,2020,2000,5,65
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,46.5
BMW,3 Series  316i,2015,1600,6,61
Toyota,Corolla  GLi Automatic Limited Edition 1.6 VVTi,2012,1600,5,24
Hyundai,Sonata  2.5,2022,2500,5,83
Honda,City  1.2L M/T,2021,1200,5,35.5
Toyota,Passo  X L Package,2015,1000,5,24.5
Changan,Alsvin  1.5L DCT Lumiere,2021,1500,5,34
Toyota,Prado  TZ 3.4,2002,3400,7,95
Honda,City  EXi S Automatic,2002,1500,5,14.5
Honda,Civic  Turbo 1.5 VTEC CVT,2016,1500,5,38.5
Honda,BR-V  i-VTEC MT,2018,1500,7,38
Toyota,Prado  TZ 3.4,2002,3400,7,62
MG,ZS  1.5L,2021,1500,5,43.5
Honda,City  Aspire 1.5 i-VTEC,2020,1500,5,32.85
Honda,Civic  VTi 1.6,1999,1600,6,10
Nissan,Dayz Highway Star  ,2013,660,5,18.3
Toyota,Hilux  Tiger,2001,3000,5,26.5
Toyota,Noah  ,2014,1800,7,58
Toyota,Voxy  ,2014,1800,7,58
Toyota,Passo  X L Package,2011,1000,5,19.9
Honda,Civic  VTi Oriel Prosmatec 1.8 i-VTEC,2012,1800,5,24.9
Toyota,Vitz  F Intelligent Package 1.0,2011,1000,5,22.75
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,45
Toyota,Passo  X L Package,2014,1000,5,24.5
KIA,Picanto  1.0 AT,2022,1000,5,28.5
KIA,Picanto  1.0 MT,2022,1000,5,27.5
KIA,Sportage  FWD,2022,2000,5,64
KIA,Sportage  FWD,2021,2000,5,64.5
KIA,Sportage  AWD,2022,2000,5,71
Peugeot,2008  Allure,2022,1200,5,62
United,Bravo  Base Grade ,2019,800,5,8.3
Daewoo,Racer  ,1993,1500,5,3.2
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.5
Honda,City  EXi S Automatic,2001,1500,5,10.5
Honda,City 5th Generation Aspire 1.3 i-VTEC,2017,1300,5,29.5
Honda,Civic Rebirth Oriel Prosmatec UG,2014,1800,5,29.5
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,57
Toyota,Prius  S Touring Selection 1.8,2012,1800,5,42
MG,HS  1.5 Turbo,2022,1500,5,66
Suzuki,Cultus  VXRi,2011,1000,5,10.8
Toyota,Yaris  GLI CVT 1.3,2021,1300,5,
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,
Suzuki,Swift  GLX CVT,2022,1200,5,
Suzuki,Wagon R  VXL,2019,1000,5,21.6
Toyota,Corolla  Altis Grande CVT-i 1.8,2022,1800,5,60.5
Suzuki,Khyber  ,1991,1000,5,2.9
Toyota,Corolla  Altis Automatic 1.6,2019,1600,5,39.3
Toyota,Yaris  GLI MT 1.3,2021,1300,5,33
Toyota,Corolla  Altis Grande CVT-i 1.8,2016,1800,5,34
Toyota,Corolla  Altis Automatic 1.6,2016,1600,5,35.25
MG,HS  1.5 Turbo,2021,1500,5,66
Suzuki,Hustler  ,2015,660,4,23.5
Mercedes,Benz C Class  C180,2007,1800,5,22
Honda,Civic EK EXi,1997,1500,5,9
Suzuki,Alto  VXR,2022,660,4,21.7
Honda,HR-V  VTi-S,2022,1500,5,68
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,61.5
Honda,City  i-DSI,2007,1300,7,14.8
Honda,City 5th Generation Aspire Prosmatec 1.3 i-VTEC,2016,1300,5,28.5
Toyota,Passo  X G Package,2017,1000,5,27.7
Changan,Oshan X7  FutureSense,2022,1500,,
Changan,Karvaan  Plus,2022,1000,8,
Suzuki,Cultus  EURO II,2009,1000,5,9.3
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,42.5
Hyundai,Sonata  2.5,2021,2500,5,85.5
Honda,Civic  Oriel,2022,1500,5,69
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.5
Daihatsu,Mira  G Smart Drive Package,2018,660,4,30.85
Daihatsu,Mira  X SA,2018,660,4,31.7
Daihatsu,Mira  G Smart Drive Package,2017,660,4,31.8
Suzuki,Cultus  VXR,2022,1000,5,29
Mitsubishi,Pajero  Short ZR,2006,3000,7,45
Honda,City  ,2022,1200,5,37.75
Toyota,Prius  S 1.8,2012,1800,5,38
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2011,1800,5,18.5
Toyota,Corolla  Altis Grande CVT-i 1.8,2015,1800,5,32.5
Toyota,ISIS  Platana,2007,1800,7,26
KIA,Sportage  AWD,2022,2000,5,68.5
Audi,A4 4th (B8) Generation 1.8 TFSI,2012,1800,7,52.5
Honda,Vezel  Hybrid Z,2014,1500,5,40
Honda,Vezel  Hybrid X Sensing,2017,1500,5,57
Toyota,Corolla  XE Limited,2001,1300,5,9.99
Toyota,Corolla  Altis Grande CVT-i 1.8,2019,1800,5,47.15
Suzuki,Wagon R  VXL,2017,1000,5,18.75
Daihatsu,Cuore  CX Eco,2005,800,5,6.85
Daihatsu,Charade  CX,1986,1000,4,2.5
Honda,City  i-DSI,2006,1300,7,17.45
Honda,Civic  VTi Oriel Prosmatec 1.8 i-VTEC,2012,1800,5,24.5
Honda,City  1.2L CVT,2022,1200,5,38.6
Nissan,Sunny  ,1985,1000,5,4.5
Suzuki,Cultus  VXL,2020,1000,5,24
Suzuki,Swift  GLX CVT,2022,1200,5,38.75
Toyota,Prius  S 1.8,2011,1800,5,38.25
Honda,City 5th Generation Aspire Prosmatec 1.5 i-VTEC,2016,1500,5,27.9
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,49
Hyundai,Santro  Club,2004,1000,5,6.95
Suzuki,Cultus  Limited Edition,2017,1000,5,18.45
Suzuki,Wagon R  VXL,2020,1000,5,19.8
United,Alpha  1.0 Manual,2022,1000,5,17.9
Honda,Civic  Oriel 1.8 i-VTEC CVT,2020,1800,5,50
Suzuki,Wagon R  VXL,2020,1000,5,21.95
Honda,BR-V  ,2017,1500,7,33
Toyota,Aqua  G,2016,1500,5,37
Daihatsu,Boon  1.0 CL Limited,2013,1000,5,22.25
Honda,Civic  Oriel 1.8 i-VTEC CVT,2016,1800,5,38.8
Toyota,Premio  X EX Package 1.8,2012,1800,5,50.8
Suzuki,Mehran  VXR Euro II,2018,796,4,9.3
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,
Suzuki,Mehran  VX (CNG),1989,800,4,3.45
Toyota,Prado  TX 2.7,2016,2700,7,
Toyota,Hilux  Revo Rocco,2022,2800,5,
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,59.5
Suzuki,Every  Join,2014,660,4,15.5
Toyota,Aqua  S,2018,1500,5,55.25
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2010,1800,5,21
Proton,Saga  1.3L Ace A/T,2022,1300,5,31.5
Suzuki,Alto  F,2015,660,4,17.5
Toyota,Corolla  XLi VVTi,2013,1300,5,20.5
Daihatsu,Taft  ,2021,660,4,41.75
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,1800,5,23
Nissan,Sunny  EX Saloon Automatic 1.6,2005,1600,5,10.35
Suzuki,Mehran  VXR Euro II,2018,796,4,13.5
Toyota,Corolla  GLi 1.3 VVTi,2015,1300,5,26.8
Honda,Fit  1.5 Hybrid S Package,2017,1500,5,31
Toyota,Prius  G Touring Selection 1.5,2007,1500,5,27.5
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,59.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,39.9
KIA,Stonic  EX+,2022,1400,5,48
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,52.75
Honda,BR-V  i-VTEC S,2018,1500,7,40
Mitsubishi,Pajero  GLS 2.8D,2006,2800,7,40
Toyota,Corolla  GLi 1.6,2001,1600,5,9.95
Honda,Vezel  Hybrid Z Sensing ,2014,1500,5,53
Toyota,Prius  S LED Edition 1.8,2014,1800,5,43
Toyota,Corolla  Altis Grande CVT-i 1.8,2018,1800,5,42.5
Honda,City  1.5L ASPIRE CVT,2022,1500,7,43.5
Toyota,Prius  S LED Edition 1.8,2013,1800,5,39.75
Suzuki,Margalla  GLX,1996,1300,5,6.9
Suzuki,Swift  GLX CVT,2022,1200,5,40
Suzuki,Alto  VXR,2022,660,4,
Honda,Civic  Oriel,2022,1500,5,68.75
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,43.25
Suzuki,Bolan  VX Euro II,2015,800,5,10.3
Toyota,Pixis Epoch  G,2019,660,4,32.5
Honda,City  EXi,2001,1300,5,8.6
Suzuki,Cultus  Auto Gear Shift,2021,1000,5,31.5
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,47
MG,HS  1.5 Turbo,2021,1500,5,69
DFSK,Glory 580  Pro,2021,1500,7,50
DFSK,Glory 580  Pro,2021,1500,7,54
Toyota,Hilux  Revo V Automatic 3.0 ,2020,3000,5,94.5
Toyota,Corolla  GLi 1.3 VVTi,2009,1300,5,17.85
Toyota,Corolla Fielder  G,2017,1500,5,50
Daihatsu,Bego  CL,2007,1500,5,21.25
Toyota,Corolla Fielder  Hybrid G,2016,1500,5,44.9
Honda,City  i-DSI Vario,2003,1300,7,13.5
Suzuki,Liana  RXi,2006,1300,4,8
Honda,City  1.5L ASPIRE CVT,2021,1500,7,42.5
KIA,Picanto  1.0 AT,2021,1000,5,23.95
Honda,City  1.5L ASPIRE CVT,2022,1500,7,46.5
Honda,BR-V  i-VTEC S,2021,1500,7,46.5
KIA,Grand Carnival  GLS,2020,3500,11,80
Daihatsu,Cuore  CX Automatic,2006,800,5,7.8
Honda,Civic Reborn ,2007,2000,5,33
Hyundai,Elantra  GL,2022,1600,5,51
Nissan,Dayz Highway Star  ,2019,660,5,
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,67.5
Honda,Civic  1.5 RS Turbo,2022,1500,5,82
Toyota,Raize  Z,2020,1000,5,56.9
Toyota,Corolla  GLi Automatic 1.3 VVTi,2018,1300,5,34.25
Suzuki,Alto  S Package,2019,660,4,28
Toyota,Prado  ,1991,3000,7,22.75
Toyota,Prius  ,2010,1500,5,23.5
DFSK,Glory 580  Pro,2021,1500,7,50.5
Suzuki,Cultus  Limited Edition,2016,1000,5,15.5
Changan,Karvaan  Base Model 1.0,2020,1000,8,15.9
Suzuki,Wagon R  VXL,2021,1000,5,24
Honda,Vezel  Hybrid Z Sensing ,2016,1500,5,43
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,37.9
Honda,Vezel  Hybrid X L Package,2014,1500,5,39.7
Honda,City  1.5L ASPIRE CVT,2022,1500,7,44.5
BMW,3 Series  318i,2017,1500,5,75
Suzuki,Alto  X,2020,660,4,33
Honda,Accord  24TL,2012,2400,5,32
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,57.9
Suzuki,Wagon R  VXL,2019,1000,5,21.25
Toyota,Aqua  L,2014,1500,5,29
Changan,Alsvin  1.5L DCT Lumiere,2021,1500,5,34
Suzuki,Wagon R  VXR,2020,1000,5,21.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42.9
DFSK,Glory 580  Pro,2021,1500,7,52
Suzuki,Cultus  VXR (CNG),2004,1000,5,5
Honda,Civic  MXST (Hybrid),2006,1300,5,19.5
Toyota,Corolla  GLi 1.3 VVTi,2015,1300,5,25.75
Suzuki,Wagon R  VXL,2019,1000,5,21
Honda,City  1.2L CVT,2022,1200,5,39.25
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,60.5
Honda,HR-V  VTi-S,2022,1500,5,68.8
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,70.5
Honda,BR-V  i-VTEC S,2022,1500,7,47.5
Honda,City  1.5L ASPIRE M/T,2021,1500,7,35.8
Honda,City  1.5L ASPIRE CVT,2022,1500,7,43.3
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,68.85
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,75.3
Honda,City  1.2L CVT,2022,1200,5,38.5
Honda,Civic  1.5 RS Turbo,2022,1500,5,78.8
Suzuki,Cultus  Euro II (CNG),2012,1000,5,12.8
Toyota,Crown  Royal Saloon G,2001,3000,5,35.5
Changan,Karvaan  Plus,2021,1000,8,22
Daihatsu,Move  X,2012,660,4,14.9
Suzuki,Wagon R  VXL,2015,1000,5,18.1
MG,HS  1.5 Turbo,2021,1500,5,60
Honda,Cross Road  1.8 L X PACKAGE,2010,1800,7,40
Suzuki,Alto  VX,2021,660,4,20.5
Proton,Saga  1.3L Ace A/T,2022,1300,5,27
MG,HS  1.5 Turbo,2021,1500,5,63
Suzuki,Cultus  Auto Gear Shift,2018,1000,5,22.5
Toyota,Yaris  GLI MT 1.3,2021,1300,5,32
Nissan,Dayz Highway Star  ,2019,660,5,33.5
MG,HS  1.5 Turbo,2021,1500,5,71
Toyota,Corolla Axio  X 1.5,2018,1500,5,52.9
Honda,City 5th Generation 1.3 i-VTEC,2017,1300,5,26.5
Daihatsu,Move  X,2018,660,4,29.5
Suzuki,Alto  VXR,2022,660,4,23
Mercedes,Benz E Class 3rd (W211) Generation E200 Avantgarde,2004,1800,5,31
Suzuki,Jimny  JLSX,2013,660,5,24
Toyota,Aqua  G,2014,1500,5,31
Honda,Civic Reborn VTi 1.8 i-VTEC,2007,1800,5,15
Suzuki,Mehran  VXR,2005,800,4,5.9
KIA,Sportage  AWD,2021,2000,5,65
Toyota,Prado 120 Series TZ 3.4,2003,3400,7,76
Suzuki,Vitara  GL+ 1.6,2018,1600,5,36.75
Toyota,Passo  X L Package,2014,1000,5,23.95
Suzuki,Alto  VXR,2022,660,4,21.35
KIA,Sportage  AWD,2021,2000,5,68
BMW,X1  sDrive18i,2017,1500,5,77.5
Toyota,Prado 90 Series TZ 3.0D,1996,3000,7,42
Honda,Civic  Turbo 1.5 VTEC CVT,2016,1500,5,40
KIA,Sportage  AWD,2020,2000,5,62
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,
Honda,Civic Rebirth Oriel Prosmatec UG,2013,1800,5,30
Honda,City  EXi,2002,1300,5,8
Mitsubishi,Pajero  GR 3.2D,2008,3200,7,77
Honda,City  1.5L CVT,2022,1500,5,41.5
Honda,City 5th Generation 1.3 i-VTEC,2011,1300,5,19.85
Nissan,Wingroad  Rider 1.5,2007,1500,5,21
Toyota,Corolla Axio  X 1.5,2019,1500,5,56
Suzuki,Cultus  VXR,2018,1000,5,20.95
Hyundai,Elantra  GL,2022,1600,5,54.5
Hyundai,Sonata  2.5,2021,2500,5,84.5
Honda,BR-V  i-VTEC S,2020,1500,7,43
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,55.9
Suzuki,Swift  GLX CVT,2022,1200,5,40
Toyota,Prius  S LED Edition 1.8,2009,1800,5,31.2
Toyota,Prius Alpha  G Touring,2015,1800,5,49.9
Honda,Vezel  Hybrid Z,2016,1500,5,52.5
Haval,Jolion  Top,2022,1500,5,77.7
Suzuki,Cultus  EURO II,2012,1000,5,13.25
Hyundai,Santro  Exec,2005,1000,5,8.9
Toyota,Passo  Moda G,2019,1000,5,32.9
Honda,Vezel  Hybrid RS Sensing ,2017,1500,5,53
Toyota,Roomy  XS,2018,1000,5,31.5
KIA,Picanto  1.0 AT,2022,1000,5,29
Changan,Karvaan  Plus,2022,1000,8,
Changan,Oshan X7  FutureSense,2022,1500,,84.5
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,
Daihatsu,Boon  ,2018,1000,5,32
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,58.75
Honda,City  1.5L ASPIRE CVT,2022,1500,7,42.9
Suzuki,Wagon R  VXL,2017,1000,5,19
Range Rover,Rover Sport  Supercharged 4.2 V8,2006,4200,5,87
Mitsubishi,Ek Wagon  ,2018,660,4,
Toyota,Corolla Fielder  S Aerotourer,2006,1800,5,22.75
Mitsubishi,Ek Wagon  ,2018,660,4,
Changan,Alsvin  1.5L DCT Comfort,2022,1500,5,36
Honda,Civic Rebirth Oriel Prosmatec UG,2013,1800,5,28
Toyota,Yaris  ATIV CVT 1.3,2022,1300,5,41
Honda,Civic  EXi Prosmatec,2004,1500,5,16.5
Toyota,Land Cruiser 100 Series VX 4.2D,2002,4200,7,80
Toyota,Corolla  XE,2001,1300,5,11
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,43
Honda,Civic  EXi,2004,1500,5,12.5
Suzuki,Cultus  VXR (CNG),2007,1000,5,8.3
Suzuki,Cultus  Auto Gear Shift,2021,1000,5,26.5
Honda,Civic  1.8 i-VTEC CVT,2020,1800,5,49.5
Suzuki,Mehran  VXR Euro II,2015,796,4,10.5
MG,ZS  1.5L,2022,1500,5,53
Honda,City  1.5L ASPIRE CVT,2021,1500,7,43.5
Honda,Vezel  Hybrid Z,2019,1500,5,67
Changan,Alsvin  1.5L DCT Comfort,2022,1500,5,33.9
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,51
Suzuki,Wagon R  FX,2015,660,5,19
Suzuki,Cultus  VXR,2020,1000,5,24.4
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2009,1800,5,15.75
